Geneid	remap/Sample1-1.bam	remap/Sample1-2.bam	remap/Sample1-5.bam	remap/Sample1-7.bam	remap/Sample1-9.bam	remap/Sample2-10.bam	remap/Sample2-3.bam	remap/Sample2-4.bam	remap/Sample2-5.bam	remap/Sample2-8.bam
RGna_RS14735	399.80481831795186	611.8245651990716	436.9768241836437	86.79857799308657	85.29067680204086					
RGna_RS14740	715.1647037977087	656.8828563671104	605.0185471883801	144.73609035075475	160.18329111520114					
RGna_RS14745	12.078144815954037	12.800590211847442	16.159389492153235	6.238294148460101	5.383631265120056					
RGna_RS14750	70.05008224761421	72.4630535574203	74.21595687739318	92.04576804732926	51.19516648937106					
RGna_RS14755	67.99548192685235	68.81684823292342	95.81689282206243	53.47109270108657	41.41254819323119					
RGna_RS14760	35.19064415512534	55.24402868279714	49.65645729359588	22.78462672318522	31.76342446420833					
RGna_RS14765	36.439344431597526	45.34115869841661	46.26059634319513	30.86949427012192	36.11808749559173					
RGna_RS14770	313.25442256119766	261.37452873371547	210.1309318478724	287.32190067068376	265.5630569958401					
RGna_RS14775	30.085265728475033	63.91451865708283	48.98751020052153	101.34572906765526	80.64289112674653					
RGna_RS14780	10.066761286429498	25.23604541357698	18.06572333811019	30.85373564170277	22.133437585084042					
RGna_RS14785	14.790270731864274	49.051751756510406	42.02807399921738	44.1976036770817	36.05992632410124					
RGna_RS14790	1.973307148885533	2.3527564563831747	2.9701058568132113	3.9312080615129066	7.4213608561234405					
RGna_RS14795	2.8152515324100276	2.237732807404442	2.118675511193424	0.0	0.0					
RGna_RS14800	80.31413141855218	39.02497738719439	51.68543081742021	68.97579305778156	36.28885859486166					
RGna_RS14805	116.04187618095051	94.31766378316242	109.98289714614624	110.37435195846876	102.37797967802683					
RGna_RS14810	102.11055763044568	57.777527404295014	87.59073450476913	108.60767845351845	107.39682452037653					
RGna_RS14815	15.835789869806405	19.30044546386331	22.64334452587972	13.670776033911133	12.705369785683331					
RGna_RS14820	79.38042250259188	102.49157896508893	93.70287208379312	81.07741511597325	87.89497227691236					
RGna_RS14825	83.46780910543792	90.73307242522698	89.62990541494057	115.01854836223309	91.31984533459895					
RGna_RS14830	45.24511391373258	71.92712595228562	41.27289956870306	32.77708539599074	26.813280391864172					
RGna_RS14835	38.142117535877794	27.610735446199968	29.217218743070603	37.99322371707313	31.76342446420833					
RGna_RS17840	12.74144012513159	20.255340067022964	32.875999311622095	32.63580485549077	21.905809975316085					
RGna_RS14840	26.786908237483473	13.777086314243762	29.645646145430376	15.69549487245825	28.444857729141784					
RGna_RS14845	47.287428083449676	48.076290784079795	44.139073149862995	41.625760359665314	68.93104267406319					
RGna_RS14850	19.428168127308783	31.759489063422414	25.65583626835787	14.605529950759758	23.160830338485237					
RGna_RS14855	22.79393996411528	24.475202580986082	18.95973823937297	11.153313780580177	29.477420430799395					
RGna_RS14860	3.8529902359626287	6.431440094273714	3.7695412836014386	4.605539371334464	5.216620806165602					
RGna_RS14865	0.3042418803036773	0.9673196573794416	0.915853967374679	1.8183253425729726	0.0					
RGna_RS14870	8.120917881952002	0.0	3.5650789851812426	4.044608294056548	1.0180584764169338					
RGna_RS14875	41.163368163105325	30.40955707309935	36.62733180188172	42.44983383853845	46.989469677555896					
RGna_RS14880	153.81341153895843	153.93675190009031	151.53440742310582	150.42728595643428	219.2938410856767					
RGna_RS14885	4.504402451856044	3.132825930366218	2.9661457156707933	2.243409400436699	1.270536978568333					
RGna_RS14890	56.453201781485284	77.20178185545323	58.37508579525039	57.56116224804688	73.89175585884253					
RGna_RS14895	69.70778315895642	107.2023910724257	81.73120243539225	75.47355189866286	115.8833069567409					
RGna_RS14900	60.3824705982778	34.6807298564526	42.21715040754424	27.939139212080658	34.57642146472862					
RGna_RS14905	80.63467743458577	104.64218164121489	92.12046849478602	21.435454028453172	42.275061337255686					
RGna_RS14910	65.3245681823881	121.07381318654531	95.75978391867638	27.138016940766523	46.573936164528334					
RGna_RS14915	88.60501474772632	147.3507094161407	97.4212400236262	48.82420012111119	61.44710089802206					
RGna_RS14920	112.38302488249707	197.6062438796664	142.0586575477618	51.85299665467888	158.8171223210416					
RGna_RS14925	39.88832251671538	58.210391563291935	45.548998251670305	18.048883734145075	28.961882854731073					
RGna_RS14930	61.88699489349631	60.76602020106888	66.6652208263448	58.01920863198359	63.891945761338576					
RGna_RS14935	57.07750820282526	44.3453147808807	54.58173191946473	29.06856692639015	72.95258057836465					
RGna_RS14940	296.8272461378404	432.89789588739364	399.7933158784866	316.97461019203354	660.48353003182					
RGna_RS14945	116.72670268813273	164.03003692011802	140.9119089991853	129.3664147185785	159.4164322165927					
RGna_RS14950	900.4894832139296	1038.370181880311	991.0693224582571	769.6140582053673	1277.5955173381572					
RGna_RS14955	461.1187854809528	645.2772621351602	668.4786526696494	488.32833931919527	901.7891773171789					
RGna_RS14960	467.2071050141586	586.6798945114613	613.8095818201034	467.42743109800824	883.6131902786245					
